blk_no,street,postal_code,name,lat,lon,change_type,location_change_meters,prev_name,prev_lat,prev_lon,is_non_residential,name_formatted,address_formatted
20A,REPUBLIC AVENUE,39969,TEMPORARY SITE OFFICE,1.29889797716708,103.862538779845,new_building,,,,,True,Temporary Site Office,"20A Republic Avenue Temporary Site Office, Singapore 39969"
395,NEW BRIDGE ROAD,89808,NIL,1.2781168258963,103.838592330193,new_building,,,,,False,395 New Bridge Road,"395 New Bridge Road, Singapore 89808"
43F,WEST COAST ROAD,129675,NIL,1.29524862504034,103.766403186296,new_building,,,,,False,43F West Coast Road,"43F West Coast Road, Singapore 129675"
43G,WEST COAST ROAD,129676,NIL,1.29522771761071,103.766352041926,new_building,,,,,False,43G West Coast Road,"43G West Coast Road, Singapore 129676"
18,TANGLIN HALT ROAD,140018,TANGLIN HALT COURTYARD,1.30005817218833,103.798353981634,new_building,,,,,True,Tanglin Halt Courtyard,"18 Tanglin Halt Road Tanglin Halt Courtyard, Singapore 140018"
17A,TANGLIN HALT ROAD,141017,TANGLIN HALT COURTYARD,1.29965100087736,103.798031741959,new_building,,,,,True,Tanglin Halt Courtyard,"17A Tanglin Halt Road Tanglin Halt Courtyard, Singapore 141017"
0598,SERANGOON ROAD,218210,NIL,1.31522075766025,103.858397109361,new_building,,,,,False,0598 Serangoon Road,"0598 Serangoon Road, Singapore 218210"
22,ORCHARD BOULEVARD,249628,UPPERHOUSE AT ORCHARD BOULEVARD,1.30199604255669,103.824015107233,new_building,,,,,False,22 Orchard Boulevard,"22 Orchard Boulevard, Singapore 249628"
118,FARRER ROAD,259384,CHIP HOCK GARDENS,1.31958470328528,103.811756490577,new_building,,,,,True,Chip Hock Gardens,"118 Farrer Road Chip Hock Gardens, Singapore 259384"
120,GALLOP PARK ROAD,259407,CHIP HOCK GARDENS,1.31964196384061,103.811694586999,new_building,,,,,True,Chip Hock Gardens,"120 Gallop Park Road Chip Hock Gardens, Singapore 259407"
46A,MOUNT SINAI ROAD,278138,HENRY PARK,1.31373356572843,103.785100137895,new_building,,,,,True,Henry Park,"46A Mount Sinai Road Henry Park, Singapore 278138"
,HOLLAND ROAD,278623,MCMAHON PARK,1.31758721213038,103.786651192385,new_building,,,,,True,Mcmahon Park,"Holland Road Mcmahon Park, Singapore 278623"
2,HOLLAND VILLAGE WAY,279035,SKYE AT HOLLAND,1.31216454554039,103.792689741396,new_building,,,,,False,2 Holland Village Way,"2 Holland Village Way, Singapore 279035"
4,HOLLAND VILLAGE WAY,279036,SKYE AT HOLLAND,1.31216454554039,103.792689741396,new_building,,,,,False,4 Holland Village Way,"4 Holland Village Way, Singapore 279036"
6,HOLLAND VILLAGE WAY,279037,SKYE AT HOLLAND,1.31216454554039,103.792689741396,new_building,,,,,False,6 Holland Village Way,"6 Holland Village Way, Singapore 279037"
2A,GROVE AVENUE,279577,HENRY PARK,1.31364859034077,103.785145149668,new_building,,,,,True,Henry Park,"2A Grove Avenue Henry Park, Singapore 279577"
,BERRIMA ROAD,299920,DUNEARN ESTATE,1.32347627957433,103.824008166083,new_building,,,,,False,Dunearn Estate,"Berrima Road, Singapore 299920"
118,MAY ROAD,320118,TOWNER BREEZE,1.32261764194216,103.857975938258,new_building,,,,,False,118 May Road,"118 May Road, Singapore 320118"
118A,MAY ROAD,321118,TOWNER BREEZE,1.3226902229318,103.858582587596,new_building,,,,,False,118A May Road,"118A May Road, Singapore 321118"
35,UPPER BOON KENG ROAD,380035,KALLANG VIEW,1.3172307159829,103.873851965001,new_building,,,,,False,35 Upper Boon Keng Road,"35 Upper Boon Keng Road, Singapore 380035"
36,UPPER BOON KENG ROAD,380036,KALLANG VIEW,1.31758240979933,103.873908786717,new_building,,,,,False,36 Upper Boon Keng Road,"36 Upper Boon Keng Road, Singapore 380036"
37,UPPER BOON KENG ROAD,380037,KALLANG VIEW,1.31808595570445,103.873873400527,new_building,,,,,False,37 Upper Boon Keng Road,"37 Upper Boon Keng Road, Singapore 380037"
36A,UPPER BOON KENG ROAD,381036,KALLANG VIEW,1.31737546326765,103.873477774286,new_building,,,,,False,36A Upper Boon Keng Road,"36A Upper Boon Keng Road, Singapore 381036"
37A,UPPER BOON KENG ROAD,381037,KALLANG VIEW,1.31785843371484,103.873293110776,new_building,,,,,False,37A Upper Boon Keng Road,"37A Upper Boon Keng Road, Singapore 381037"
37B,UPPER BOON KENG ROAD,382037,KALLANG VIEW,1.31789622811116,103.873557520576,new_building,,,,,False,37B Upper Boon Keng Road,"37B Upper Boon Keng Road, Singapore 382037"
117,JALAN KEMBANGAN,410117,KEMBANGAN WAVE,1.32164023627263,103.913193476299,new_building,,,,,False,117 Jalan Kembangan,"117 Jalan Kembangan, Singapore 410117"
117A,JALAN KEMBANGAN,411117,NIL,1.32268355501331,103.913022311205,new_building,,,,,False,117A Jalan Kembangan,"117A Jalan Kembangan, Singapore 411117"
117B,JALAN KEMBANGAN,412117,NIL,1.32233228825057,103.913094031136,new_building,,,,,False,117B Jalan Kembangan,"117B Jalan Kembangan, Singapore 412117"
18M,JALAN PARAS,418001,YONG SENG ESTATE,1.32540411615774,103.916618630162,new_building,,,,,False,18M Jalan Paras,"18M Jalan Paras, Singapore 418001"
24,SAMPAN PLACE,430024,TANJONG RHU RIVERFRONT I,1.30058712235481,103.881442536598,new_building,,,,,False,24 Sampan Place,"24 Sampan Place, Singapore 430024"
25,SAMPAN PLACE,430025,TANJONG RHU RIVERFRONT I,1.30027992481569,103.880475343119,new_building,,,,,False,25 Sampan Place,"25 Sampan Place, Singapore 430025"
26,KAMPONG ARANG ROAD,430026,TANJONG RHU RIVERFRONT II,1.29920657766095,103.879515111196,new_building,,,,,False,26 Kampong Arang Road,"26 Kampong Arang Road, Singapore 430026"
27,KAMPONG ARANG ROAD,430027,TANJONG RHU RIVERFRONT II,1.29880884005816,103.880231433796,new_building,,,,,False,27 Kampong Arang Road,"27 Kampong Arang Road, Singapore 430027"
28,KAMPONG ARANG ROAD,430028,TANJONG RHU RIVERFRONT II,1.29855009284227,103.880045572059,new_building,,,,,False,28 Kampong Arang Road,"28 Kampong Arang Road, Singapore 430028"
29,KAMPONG ARANG ROAD,430029,TANJONG RHU RIVERFRONT II,1.29827554197498,103.878277448068,new_building,,,,,False,29 Kampong Arang Road,"29 Kampong Arang Road, Singapore 430029"
31,TANJONG RHU CLOSE,430031,TANJONG RHU PARC FRONT,1.2961609566205,103.878915186474,new_building,,,,,False,31 Tanjong Rhu Close,"31 Tanjong Rhu Close, Singapore 430031"
32,TANJONG RHU CLOSE,430032,TANJONG RHU PARC FRONT,1.29650050598839,103.878208370651,new_building,,,,,False,32 Tanjong Rhu Close,"32 Tanjong Rhu Close, Singapore 430032"
33,TANJONG RHU CLOSE,430033,TANJONG RHU PARC FRONT,1.29657078460139,103.877347612744,new_building,,,,,False,33 Tanjong Rhu Close,"33 Tanjong Rhu Close, Singapore 430033"
24A,SAMPAN PLACE,431024,TANJONG RHU RIVERFRONT I,1.30015120061742,103.881665977037,new_building,,,,,False,24A Sampan Place,"24A Sampan Place, Singapore 431024"
25A,SAMPAN PLACE,431025,TANJONG RHU RIVERFRONT I,1.29982584615812,103.880481977053,new_building,,,,,False,25A Sampan Place,"25A Sampan Place, Singapore 431025"
26A,KAMPONG ARANG ROAD,431026,TANJONG RHU RIVERFRONT II,1.29927530445382,103.880099839297,new_building,,,,,False,26A Kampong Arang Road,"26A Kampong Arang Road, Singapore 431026"
28A,KAMPONG ARANG ROAD,431028,TANJONG RHU RIVERFRONT II,1.29802152328663,103.880035065904,new_building,,,,,False,28A Kampong Arang Road,"28A Kampong Arang Road, Singapore 431028"
29A,KAMPONG ARANG ROAD,431029,TANJONG RHU RIVERFRONT II,1.29843915797634,103.878607675133,new_building,,,,,False,29A Kampong Arang Road,"29A Kampong Arang Road, Singapore 431029"
31A,TANJONG RHU CLOSE,431031,TANJONG RHU PARC FRONT,1.29641911752058,103.878848857094,new_building,,,,,False,31A Tanjong Rhu Close,"31A Tanjong Rhu Close, Singapore 431031"
32A,TANJONG RHU CLOSE,431032,TANJONG RHU PARC FRONT,1.29700182204912,103.878607715393,new_building,,,,,False,32A Tanjong Rhu Close,"32A Tanjong Rhu Close, Singapore 431032"
33A,TANJONG RHU CLOSE,431033,TANJONG RHU PARC FRONT,1.29684013556829,103.877661286764,new_building,,,,,False,33A Tanjong Rhu Close,"33A Tanjong Rhu Close, Singapore 431033"
24B,SAMPAN PLACE,432024,TANJONG RHU RIVERFRONT I,1.30012368665181,103.881293933815,new_building,,,,,False,24B Sampan Place,"24B Sampan Place, Singapore 432024"
26B,KAMPONG ARANG ROAD,432026,TANJONG RHU RIVERFRONT II,1.29894832661201,103.87979331624,new_building,,,,,False,26B Kampong Arang Road,"26B Kampong Arang Road, Singapore 432026"
28B,KAMPONG ARANG ROAD,432028,TANJONG RHU RIVERFRONT II,1.29797804530835,103.879226517442,new_building,,,,,False,28B Kampong Arang Road,"28B Kampong Arang Road, Singapore 432028"
29B,KAMPONG ARANG ROAD,432029,TANJONG RHU RIVERFRONT II,1.29884166230082,103.879222433049,new_building,,,,,False,29B Kampong Arang Road,"29B Kampong Arang Road, Singapore 432029"
24C,SAMPAN PLACE,433024,TANJONG RHU RIVERFRONT I,1.30096135129553,103.881130588879,new_building,,,,,False,24C Sampan Place,"24C Sampan Place, Singapore 433024"
28C,KAMPONG ARANG ROAD,433028,TANJONG RHU RIVERFRONT II,1.29846227854117,103.879510640349,new_building,,,,,False,28C Kampong Arang Road,"28C Kampong Arang Road, Singapore 433028"
2,FOUNDERS DRIVE,438663,BAY EAST GARDEN,1.29090225394468,103.868764303679,new_building,,,,,True,Bay East Garden,"2 Founders Drive Bay East Garden, Singapore 438663"
31,ROSE LANE,438955,NIL,1.31018318008506,103.892689811701,new_building,,,,,False,31 Rose Lane,"31 Rose Lane, Singapore 438955"
33,ROSE LANE,438956,NIL,1.31024133385499,103.892699057684,new_building,,,,,False,33 Rose Lane,"33 Rose Lane, Singapore 438956"
6C,PALM AVENUE,456254,NIL,1.3126037377154,103.930004532389,new_building,,,,,False,6C Palm Avenue,"6C Palm Avenue, Singapore 456254"
6B,PALM AVENUE,456255,NIL,1.31266481688362,103.930001330628,new_building,,,,,False,6B Palm Avenue,"6B Palm Avenue, Singapore 456255"
92F,UPPER EAST COAST ROAD,456340,NIL,1.31238497322508,103.92848340598,new_building,,,,,False,92F Upper East Coast Road,"92F Upper East Coast Road, Singapore 456340"
6A,TAY LIAN TECK ROAD,456592,NIL,1.31259675695058,103.929843495617,new_building,,,,,False,6A Tay Lian Teck Road,"6A Tay Lian Teck Road, Singapore 456592"
813,CHAI CHEE LANE,460813,CHAI CHEE GREEN,1.33095899079903,103.919255080028,new_building,,,,,False,813 Chai Chee Lane,"813 Chai Chee Lane, Singapore 460813"
814,CHAI CHEE LANE,460814,CHAI CHEE GREEN,1.33076096418017,103.920023625999,new_building,,,,,False,814 Chai Chee Lane,"814 Chai Chee Lane, Singapore 460814"
815,CHAI CHEE LANE,460815,CHAI CHEE GREEN,1.32960093425915,103.920782857658,new_building,,,,,False,815 Chai Chee Lane,"815 Chai Chee Lane, Singapore 460815"
816,CHAI CHEE LANE,460816,CHAI CHEE GREEN,1.32943726660868,103.919254047197,new_building,,,,,False,816 Chai Chee Lane,"816 Chai Chee Lane, Singapore 460816"
49A,NEW UPPER CHANGI ROAD,461049,BEDOK SOUTH BLOOM,1.32436695109707,103.938985957668,new_building,,,,,False,49A New Upper Changi Road,"49A New Upper Changi Road, Singapore 461049"
813A,CHAI CHEE LANE,461813,CHAI CHEE GREEN,1.33091548367627,103.919832699316,new_building,,,,,False,813A Chai Chee Lane,"813A Chai Chee Lane, Singapore 461813"
814A,CHAI CHEE LANE,461814,CHAI CHEE GREEN,1.33049993453277,103.920244290425,new_building,,,,,False,814A Chai Chee Lane,"814A Chai Chee Lane, Singapore 461814"
815A,CHAI CHEE LANE,461815,CHAI CHEE GREEN,1.32984662185852,103.920798366123,new_building,,,,,False,815A Chai Chee Lane,"815A Chai Chee Lane, Singapore 461815"
816A,CHAI CHEE LANE,461816,CHAI CHEE GREEN,1.33002103095596,103.919652195202,new_building,,,,,False,816A Chai Chee Lane,"816A Chai Chee Lane, Singapore 461816"
49B,NEW UPPER CHANGI ROAD,462049,BEDOK SOUTH BLOOM,1.32373141843112,103.938910509504,new_building,,,,,False,49B New Upper Changi Road,"49B New Upper Changi Road, Singapore 462049"
814B,CHAI CHEE LANE,462814,CHAI CHEE GREEN,1.33020656332708,103.920665969142,new_building,,,,,False,814B Chai Chee Lane,"814B Chai Chee Lane, Singapore 462814"
815B,CHAI CHEE LANE,462815,CHAI CHEE GREEN,1.32946784738914,103.919825070615,new_building,,,,,False,815B Chai Chee Lane,"815B Chai Chee Lane, Singapore 462815"
816B,CHAI CHEE LANE,462816,CHAI CHEE GREEN,1.32913881309119,103.919841525578,new_building,,,,,False,816B Chai Chee Lane,"816B Chai Chee Lane, Singapore 462816"
208,BEDOK SOUTH AVENUE 1,469726,NIL,1.31537344717972,103.931589521252,new_building,,,,,False,208 Bedok South Avenue 1,"208 Bedok South Avenue 1, Singapore 469726"
32A,SUNBIRD CIRCLE,488512,APOLLO GARDENS,1.33946023112934,103.958780780774,new_building,,,,,True,Apollo Gardens,"32A Sunbird Circle Apollo Gardens, Singapore 488512"
8A,CHANGI EAST CLOSE,499918,CHANGI WATER RECLAMATION PLANT,1.31605546595132,104.002791003001,new_building,,,,,False,8A Changi East Close,"8A Changi East Close, Singapore 499918"
31,FLORA DRIVE,509904,KASSIA,1.35709630624257,103.965501900375,new_building,,,,,False,31 Flora Drive,"31 Flora Drive, Singapore 509904"
33,FLORA DRIVE,509905,KASSIA,1.35709630624257,103.965501900375,new_building,,,,,False,33 Flora Drive,"33 Flora Drive, Singapore 509905"
35,FLORA DRIVE,509906,KASSIA,1.35709630624257,103.965501900375,new_building,,,,,False,35 Flora Drive,"35 Flora Drive, Singapore 509906"
37,FLORA DRIVE,509912,KASSIA,1.35709630624257,103.965501900375,new_building,,,,,False,37 Flora Drive,"37 Flora Drive, Singapore 509912"
39,FLORA DRIVE,509919,KASSIA,1.35709630624257,103.965501900375,new_building,,,,,False,39 Flora Drive,"39 Flora Drive, Singapore 509919"
973,TAMPINES STREET 94,520973,TAMPINES GREENTOPAZ,1.34319783017004,103.940044257699,new_building,,,,,False,973 Tampines Street 94,"973 Tampines Street 94, Singapore 520973"
974,TAMPINES STREET 94,520974,TAMPINES GREENTOPAZ,1.34377932250467,103.939830133304,new_building,,,,,False,974 Tampines Street 94,"974 Tampines Street 94, Singapore 520974"
973A,TAMPINES STREET 94,521973,TAMPINES GREENTOPAZ,1.34323104492193,103.940695002304,new_building,,,,,False,973A Tampines Street 94,"973A Tampines Street 94, Singapore 521973"
974A,TAMPINES STREET 94,521974,TAMPINES GREENTOPAZ,1.34414462939129,103.940463936751,new_building,,,,,False,974A Tampines Street 94,"974A Tampines Street 94, Singapore 521974"
973B,TAMPINES STREET 94,522973,TAMPINES GREENTOPAZ,1.34377240199801,103.940539163165,new_building,,,,,False,973B Tampines Street 94,"973B Tampines Street 94, Singapore 522973"
974B,TAMPINES STREET 94,522974,TAMPINES GREENTOPAZ,1.34441343800594,103.940101450397,new_building,,,,,False,974B Tampines Street 94,"974B Tampines Street 94, Singapore 522974"
1,ANCHORVALE CLOSE,546389,NIL,1.39253493289549,103.885952406683,new_building,,,,,False,1 Anchorvale Close,"1 Anchorvale Close, Singapore 546389"
12A,BRIGHTON CRESCENT,559504,NIL,1.36236023087099,103.869411356887,new_building,,,,,False,12A Brighton Crescent,"12A Brighton Crescent, Singapore 559504"
12B,BRIGHTON CRESCENT,559591,NIL,1.36232461964173,103.869372407714,new_building,,,,,False,12B Brighton Crescent,"12B Brighton Crescent, Singapore 559591"
,JURONG EAST STREET 12,609690,JURONG EAST MRT STATION (JE5),1.33301320936138,103.741893277263,new_building,,,,,True,Jurong East MRT Station (je5),"Jurong East Street 12 Jurong East MRT Station (je5), Singapore 609690"
15A,JURONG TOWN HALL ROAD,609890,TEMPORARY SITE OFFICE,1.33067522480302,103.740968402065,new_building,,,,,True,Temporary Site Office,"15A Jurong Town Hall Road Temporary Site Office, Singapore 609890"
194,WOODLANDS CENTRE ROAD,730194,NIL,1.43541449197441,103.773057763485,new_building,,,,,True,Woodlands Centre Road,"194 Woodlands Centre Road, Singapore 730194"
194A,WOODLANDS CENTRE ROAD,731194,NIL,1.43501798422042,103.772958780842,new_building,,,,,True,Woodlands Centre Road,"194A Woodlands Centre Road, Singapore 731194"
972,LORONG CHENCHARU,760972,CHENCHARU HILLS,1.41678228714385,103.824674349575,new_building,,,,,False,972 Lorong Chencharu,"972 Lorong Chencharu, Singapore 760972"
973,LORONG CHENCHARU,760973,CHENCHARU HILLS,1.41714804357478,103.824521799423,new_building,,,,,False,973 Lorong Chencharu,"973 Lorong Chencharu, Singapore 760973"
974,LORONG CHENCHARU,760974,CHENCHARU HILLS,1.41637039150961,103.827284586563,new_building,,,,,False,974 Lorong Chencharu,"974 Lorong Chencharu, Singapore 760974"
972A,LORONG CHENCHARU,761972,CHENCHARU HILLS,1.41703504141107,103.82486101598,new_building,,,,,False,972A Lorong Chencharu,"972A Lorong Chencharu, Singapore 761972"
973A,LORONG CHENCHARU,761973,CHENCHARU HILLS,1.41717305036925,103.825174300076,new_building,,,,,False,973A Lorong Chencharu,"973A Lorong Chencharu, Singapore 761973"
974A,LORONG CHENCHARU,761974,CHENCHARU HILLS,1.41622619764551,103.826335611707,new_building,,,,,False,974A Lorong Chencharu,"974A Lorong Chencharu, Singapore 761974"
972B,LORONG CHENCHARU,762972,CHENCHARU HILLS,1.4166069727286,103.825248334331,new_building,,,,,False,972B Lorong Chencharu,"972B Lorong Chencharu, Singapore 762972"
